27036160	[[0, [[132, "acute myeloid leukemia"]]], [1, [[44, "acute myeloid leukemia"]]]]
17978289	[[0, [[26, "gastric cancer"]]], [1, [[9, "gastric cancer"]]], [2, [[39, "gastric cancer"]]], [4, [[119, "gastric cancer"]]]]
16009949	[]
19282169	[[0, [[93, "gastrointestinal stromal tumour"]]], [1, [[198, "GIST"], [165, "gastrointestinal stromal tumour"]]], [4, [[48, "GIST"]]]]
30475947	[]
19786668	[[0, [[132, "urothelial cancer"]]], [1, [[58, "urothelial cancer"]]]]
21444866	[]
15998903	[[0, [[40, "breast cancer"]]], [1, [[378, "breast cancer"]]], [2, [[118, "breast cancer"]]], [4, [[96, "breast cancer"]]]]
33513030	[[0, [[128, "Multiple Myeloma"]]], [1, [[30, "multiple myeloma"]]]]
17960013	[[0, [[54, "head and neck cancer"]]]]
15912507	[]
32001798	[[0, [[71, "multiple myeloma"]]], [1, [[199, "multiple myeloma"]]]]
24608198	[]
12829150	[]
22056739	[[0, [[63, "nasopharyngeal carcinoma"]]], [1, [[88, "nasopharyngeal carcinoma"], [88, "nasopharyngeal carcinoma (NPC)"], [114, "NPC"]]], [2, [[36, "NPC"]]], [3, [[749, "NPC"]]], [4, [[119, "NPC"]]]]
16868539	[[0, [[51, "endometrial carcinoma"]]], [1, [[24, "endometrial carcinoma"]]]]
20393132	[[0, [[26, "acute promyelocytic leukemia"]]], [1, [[170, "acute promyelocytic leukemia"]]]]
23559153	[[0, [[54, "chordoma"]]], [1, [[138, "chordoma"]]], [2, [[60, "chordoma"]]], [4, [[71, "chordoma"]]]]
25795406	[[0, [[107, "translocation-related sarcoma"]]], [1, [[341, "translocation-related sarcoma"]]], [2, [[107, "translocation-related sarcoma"]]], [4, [[102, "translocation-related sarcoma"]]]]
31345267	[]
31668850	[[0, [[172, "breast cancer"]]], [1, [[199, "breast cancer"]]], [2, [[198, "breast cancer"]]], [3, [[609, "breast cancer"]]], [4, [[243, "breast cancer"]]]]
30522967	[[0, [[62, "glioblastoma"]]], [1, [[0, "Glioblastoma"]]], [2, [[157, "glioblastoma"]]], [4, [[82, "glioblastoma"]]]]
30105460	[[0, [[63, "gastric cancer"]]], [1, [[105, "gastric carcinoma"]]]]
33539945	[[0, [[114, "pancreatic adenocarcinoma"]]]]
33577729	[]
18771470	[[0, [[62, "lupus nephritis"]]], [1, [[186, "lupus nephritis"]]]]
26626800	[[0, [[92, "gastric cancer"]]], [1, [[43, "Gastric Cancer"]]], [2, [[33, "gastric cancer"]]], [4, [[140, "gastric cancer"]]]]
34228505	[[0, [[74, "Acute Lymphoblastic Leukemia"], [64, "Childhood Acute Lymphoblastic Leukemia"]]], [1, [[29, "Acute Lymphoblastic Leukemia"], [29, "Acute Lymphoblastic Leukemia (ALL)"], [59, "ALL"]]], [2, [[50, "ALL"]]], [3, [[646, "acute lymphoblastic leukemia"], [59, "ALL"]]]]
28687477	[[0, [[72, "hepatocellular carcinoma"]]], [1, [[130, "hepatocellular carcinoma (HCC)"], [156, "HCC"], [130, "hepatocellular carcinoma"]]], [5, [[132, "HCC"]]]]
27557302	[[0, [[47, "Multiple Myeloma"]]], [1, [[200, "multiple myeloma"]]], [2, [[98, "multiple myeloma"]]], [4, [[56, "multiple myeloma"]]]]
30860570	[[0, [[224, "breast cancer"]]], [1, [[269, "breast cancer"]]], [2, [[95, "breast cancer"]]], [4, [[236, "breast cancer"]]]]
22482940	[]
34096690	[[1, [[235, "NSCLC"], [207, "non-small-cell lung cancer"]]], [2, [[175, "NSCLC"]]], [4, [[158, "NSCLC"]]]]
31171419	[[0, [[145, "multiple myeloma"]]], [1, [[177, "multiple myeloma"]]], [2, [[131, "multiple myeloma"]]], [4, [[290, "multiple myeloma"]]]]
31578914	[[0, [[71, "hepatocellular carcinoma"]]], [1, [[76, "hepatocellular carcinoma"]]]]
23489023	[[0, [[62, "papillary thyroid cancer"]]], [1, [[60, "papillary thyroid carcinoma"]]]]
21828141	[[0, [[86, "Hodgkin lymphoma"]]], [1, [[31, "Hodgkin lymphoma"], [239, "HL"]]]]
21486866	[[0, [[129, "mantle cell lymphoma"]]], [1, [[136, "mantle cell lymphoma"]]], [2, [[157, "mantle cell lymphoma"]]], [4, [[136, "mantle cell lymphoma"]]]]
26752933	[[0, [[95, "rectal cancer"]]], [1, [[101, "rectal cancer"]]], [2, [[87, "rectal cancer"]]]]
28444114	[[0, [[69, "neuroendocrine tumor"], [94, "carcinoid syndrome"]]], [1, [[221, "neuroendocrine tumors"], [259, "carcinoid syndrome"]]]]
30904980	[[0, [[61, "Peripheral T-cell Lymphoma"]]], [1, [[0, "Peripheral T-cell lymphoma"], [28, "PTCL"]]], [2, [[23, "PTCL"]]], [3, [[72, "PTCL"]]], [5, [[117, "PTCL"]]]]
20368558	[[0, [[115, "renal cell carcinoma"]]], [1, [[104, "renal cell carcinoma"], [104, "renal cell carcinoma (RCC)"], [126, "RCC"]]], [2, [[58, "RCC"]]]]
29341834	[[0, [[122, "Multiple Myeloma"]]], [1, [[166, "multiple myeloma"]]]]
12853357	[[0, [[29, "osteosarcoma"]]], [1, [[128, "osteosarcoma"]]], [2, [[44, "osteosarcoma"]]], [4, [[69, "osteosarcoma"]]]]
33983395	[[0, [[160, "Gastroesophageal Cancer"]]], [2, [[118, "gastroesophageal cancer"]]]]
29275118	[[0, [[174, "CLL"], [143, "chronic lymphocytic leukaemia"]]], [1, [[19, "chronic lymphocytic leukaemia"]]], [2, [[149, "chronic lymphocytic leukaemia"]]], [4, [[216, "chronic lymphocytic leukaemia"]]]]
20971822	[[0, [[118, "acute lymphoblastic leukemia"]]], [1, [[17, "acute lymphoblastic leukemia"]]], [4, [[129, "acute lymphoblastic leukemia"]]]]
30624546	[[0, [[37, "solid tumours"]]], [2, [[81, "solid tumours"]]]]
28804124	[[0, [[50, "chronic myeloid leukemia"], [119, "CML"]]], [1, [[0, "Chronic myeloid leukemia"], [26, "CML"]]]]
31154669	[[0, [[36, "hepatocellular carcinoma"]]], [1, [[69, "hepatocellular carcinoma (HCC)"], [95, "HCC"], [69, "hepatocellular carcinoma"]]], [2, [[76, "HCC"]]], [4, [[18, "HCC"]]]]
29537344	[[0, [[66, "Hodgkin lymphoma"]]]]
22357140	[[0, [[89, "acute lymphocytic leukaemia"]]], [1, [[83, "ALL"], [54, "acute lymphocytic leukaemia"]]], [2, [[160, "ALL"]]], [3, [[126, "all"]]], [4, [[79, "ALL"]]]]
23613521	[[0, [[61, "acute myeloid leukemia"]]], [1, [[190, "acute myeloid leukemia"], [214, "AML"]]]]
24556041	[[0, [[92, "oesophageal cancer"]]], [1, [[64, "oesophageal carcinoma"], [371, "oesophageal cancer"]]], [2, [[236, "oesophageal carcinoma"]]], [4, [[216, "oesophageal cancer"]]]]
21123825	[]
19853510	[[0, [[129, "multiple myeloma"]]], [1, [[53, "multiple myeloma"]]]]
16966687	[[0, [[101, "ovarian cancer"]]], [1, [[28, "ovarian cancer"]]], [2, [[43, "ovarian cancer"]]], [4, [[155, "ovarian cancer"]]]]
28298231	[[0, [[36, "peripheral T cell lymphoma"]]], [1, [[284, "peripheral T cell lymphoma (PTCL)"], [312, "PTCL"], [284, "peripheral T cell lymphoma"]]]]
17705175	[[3, [[503, "glioma"]]]]
22823211	[[1, [[114, "ALL"]]]]
23177514	[[0, [[58, "colorectal cancer"]]], [1, [[64, "colorectal cancer"]]], [2, [[86, "colorectal cancer"]]], [4, [[99, "colorectal cancer"]]]]
34048682	[[1, [[86, "Hodgkin lymphoma"], [107, "non-Hodgkin lymphoma"]]], [2, [[240, "Hodgkin lymphoma"], [260, "non-Hodgkin lymphoma"]]], [3, [[90, "Hodgkin lymphoma"], [124, "non-Hodgkin lymphoma"]]], [4, [[167, "Hodgkin lymphoma"]]]]
30446802	[[0, [[59, "chronic myeloid leukemia"]]], [1, [[141, "chronic myeloid leukemia"], [167, "CML"]]]]
26254683	[[1, [[45, "Oesophageal cancer"]]]]
31082269	[[0, [[55, "Breast Cancer"]]], [1, [[298, "breast cancer"]]]]
15856037	[]
30287523	[[1, [[276, "chronic lymphocytic leukemia"], [276, "chronic lymphocytic leukemia (CLL)"], [306, "CLL"], [339, "SLL"]]]]
27733374	[[0, [[126, "head and neck cancer"]]]]
20065174	[[0, [[271, "rectal cancer"]]], [1, [[155, "rectal cancer"]]]]
21383331	[[0, [[50, "primary CNS lymphoma"]]]]
22851558	[[0, [[122, "low-grade glioma"]]], [1, [[270, "low-grade glioma"]]]]
30892988	[[0, [[84, "Acute Myeloid Leukemia"]]], [1, [[58, "acute myeloid leukemia"], [82, "AML"]]], [2, [[51, "AML"]]], [3, [[67, "AML"]]], [4, [[114, "AML"]]]]
28800861	[]
22512481	[[0, [[61, "bladder cancer"]]], [1, [[78, "bladder cancer"]]], [2, [[91, "bladder cancer"]]], [4, [[133, "bladder cancer"]]]]
31870883	[[0, [[99, "SCLC"]]], [1, [[101, "SCLC"]]], [2, [[128, "SCLC"]]], [4, [[104, "SCLC"]]]]
15128893	[[4, [[39, "head and neck cancer"]]]]
31662331	[[0, [[141, "HER2-Positive Breast Cancer"]]], [1, [[164, "HER2-positive breast cancer"]]], [4, [[103, "HER2-positive breast cancer"]]]]
32687588	[]
