27036160	[]
17978289	[[2, [[175, "adjuvant therapy"]]]]
16009949	[]
19282169	[]
30475947	[]
19786668	[]
21444866	[]
15998903	[]
33513030	[]
17960013	[]
15912507	[]
32001798	[]
24608198	[]
12829150	[]
22056739	[]
16868539	[[1, [[112, "adjuvant therapy"]]]]
20393132	[]
23559153	[]
25795406	[]
31345267	[]
31668850	[]
30522967	[]
30105460	[]
33539945	[]
33577729	[]
18771470	[[1, [[140, "induction therapy"]]]]
26626800	[]
34228505	[]
28687477	[]
27557302	[]
30860570	[]
22482940	[]
34096690	[]
31171419	[]
31578914	[[1, [[706, "adjuvant therapy"]]]]
23489023	[]
21828141	[]
21486866	[]
26752933	[]
28444114	[]
30904980	[]
20368558	[]
29341834	[]
12853357	[]
33983395	[]
29275118	[]
20971822	[]
30624546	[]
28804124	[]
31154669	[]
29537344	[]
22357140	[]
23613521	[]
24556041	[]
21123825	[]
19853510	[]
16966687	[]
28298231	[]
17705175	[]
22823211	[]
23177514	[]
34048682	[]
30446802	[]
26254683	[]
31082269	[]
15856037	[]
30287523	[]
27733374	[]
20065174	[]
21383331	[]
22851558	[]
30892988	[]
28800861	[]
22512481	[]
31870883	[]
15128893	[]
31662331	[]
32687588	[[0, [[54, "Maintenance Therapy"]]], [1, [[223, "maintenance therapy"]]], [2, [[89, "maintenance therapy"]]], [3, [[319, "maintenance therapy"]]], [4, [[272, "maintenance therapy"]]], [5, [[59, "maintenance therapy"]]], [6, [[38, "maintenance therapy"]]], [7, [[79, "maintenance therapy"]]]]
27022118	[]
28526536	[]
22452896	[]
33710815	[]
31825569	[]
24094768	[]
21324142	[]
23816963	[]
28215665	[]
22446502	[]
30941424	[]
30290903	[]
26169613	[]
24516013	[]
27733243	[]
21639810	[]
18945747	[]
32766875	[]
32278621	[]
19770373	[]
34118198	[]
32077891	[]
30501490	[]
15365146	[]
22228634	[]
21664811	[]
15589587	[]
31557064	[]
24101040	[]
19139433	[]
18484657	[]
18182662	[]
22139825	[]
26202596	[]
31280434	[]
23902874	[]
20728210	[]
30573564	[]
32567012	[]
26858355	[]
11328296	[]
29189588	[]
11784875	[]
22578793	[]
29355075	[]
30523750	[]
27382098	[]
20197551	[]
15621806	[[1, [[242, "induction therapy"]]]]
24190112	[]
27370396	[]
25650301	[]
30625070	[]
31821109	[]
22270258	[]
20368560	[]
32758030	[]
10416011	[]
29325521	[]
28475456	[]
27686945	[]
21652683	[]
32078391	[]
15483015	[]
32730186	[]
28961834	[]
9432047	[]
32285126	[]
32097092	[]
17947725	[]
20818855	[]
21931113	[]
22744771	[]
30413378	[[4, [[511, "subsequent therapy"]]]]
12011122	[]
21306238	[]
18824706	[]
30267011	[]
12610178	[]
19074748	[]
31520078	[]
29296798	[]
17912634	[]
25891173	[]
27531525	[]
16293863	[]
20375404	[]
30509771	[]
19064973	[]
26884577	[]
23270003	[]
31097627	[]
22363143	[]
20004617	[]
10811502	[]
21690468	[]
32955177	[[1, [[210, "adjuvant therapy"]]]]
28578601	[]
27217448	[]
22749632	[]
31959346	[]
32208960	[]
24317176	[]
16145047	[]
28095146	[]
20548096	[]
11133748	[]
16314627	[]
24450858	[]
16161069	[]
32464281	[]
28916371	[]
11709565	[]
21221766	[[0, [[49, "adjuvant therapy"]]]]
31430226	[]
19652065	[]
16145068	[]
23955074	[]
11916549	[]
21482186	[]
9625576	[]
32861273	[]
11408495	[]
24813620	[]
26341920	[]
15972865	[]
20944676	[]
22910841	[]
19318632	[]
31402321	[]
12506170	[]
32955174	[]
31088809	[]
31657981	[]
30345884	[[1, [[324, "maintenance therapy"]]], [2, [[111, "maintenance therapy"]]], [4, [[11, "maintenance therapy"]]]]
22056247	[]
31584608	[]
27226434	[]
23385197	[]
33735504	[]
23645694	[]
16583432	[[2, [[691, "induction therapy"]]], [3, [[213, "induction therapy"]]]]
19942479	[]
32678716	[]
29555258	[]
15020614	[]
19553647	[]
31340982	[]
30642819	[]
33651091	[]
30998824	[]
32409917	[]
25485782	[]
12010830	[]
17971583	[]
28574779	[]
24369450	[]
19470941	[]
28933016	[]
26811519	[]
29360414	[]
28753077	[]
28637662	[]
22473593	[]
31378459	[]
25025064	[]
17602081	[]
22529265	[]
31410023	[]
18653326	[]
31079938	[]
22585697	[]
32919526	[]
23704196	[]
30475950	[]
28679776	[]
23569311	[]
31439579	[]
18443961	[]
32552471	[]
22226517	[]
24429336	[]
21873543	[]
32012228	[]
16713457	[]
18420499	[]
23071237	[]
14601087	[]
23219286	[]
25710456	[]
29933095	[]
20466853	[]
26027431	[]
11313175	[]
26717303	[]
32203698	[]
12228205	[[4, [[260, "adjuvant therapy"]]]]
26482279	[]
30522922	[]
18378569	[]
29946728	[]
11331325	[]
21321292	[]
27479888	[]
27171514	[]
26874885	[]
15284256	[]
31667688	[]
24222211	[]
31039052	[]
16766582	[[2, [[241, "maintenance therapy"]]], [3, [[440, "maintenance therapy"]]], [4, [[73, "induction therapy"]]]]
32461234	[]
10975390	[]
23063354	[]
30262659	[]
19114683	[]
28520527	[]
23504948	[]
29396091	[]
22133772	[]
33246021	[]
11251014	[]
23875076	[]
25265494	[]
31229240	[]
27621400	[]
25866797	[]
31628428	[]
17033039	[]
26371143	[]
19289615	[]
9305593	[[1, [[246, "induction therapy"]]]]
12209751	[]
21447727	[]
30280657	[]
29276022	[]
18421053	[]
21115872	[]
17538086	[]
29293889	[]
23182993	[]
33581821	[]
29718092	[]
32771088	[]
29264210	[]
27247226	[]
16950362	[]
29584545	[]
27717298	[[0, [[57, "Adjuvant Therapy"]]], [4, [[3, "adjuvant therapy"]]]]
30470690	[]
21502544	[]
32653053	[]
31733155	[]
27751847	[]
17087744	[[2, [[72, "Induction therapy"]]], [4, [[143, "consolidation therapy"]]]]
29260225	[]
22228633	[]
30476968	[]
22585691	[]
32986498	[]
26028407	[]
21865399	[]
11181673	[]
15625365	[]
16317751	[]
26200454	[]
17658395	[]
34656227	[]
30396819	[]
28453705	[]
30922733	[[1, [[310, "adjuvant therapy"]]]]
28463149	[]
27637985	[]
30944458	[]
26947331	[]
18665164	[]
15503297	[]
14551133	[]
29218851	[]
27776843	[]
26530749	[]
20628385	[]
17968021	[]
26492934	[]
25795410	[]
17538161	[]
26095784	[]
28651804	[]
24982384	[]
16246977	[]
29852043	[]
8819079	[[1, [[1193, "induction therapy"]]]]
20564642	[[0, [[46, "induction therapy"]]]]
32749938	[]
27861157	[]
31122901	[]
32171426	[]
29669701	[]
28837405	[]
21383283	[]
21783417	[]
18541894	[]
18942073	[]
12181401	[]
25547503	[]
25439689	[]
15254045	[]
19863327	[]
34626550	[]
25645263	[]
29804905	[]
20837948	[]
23065000	[]
21060024	[]
19776406	[[1, [[100, "induction therapy"]]], [4, [[39, "induction therapy"]]]]
24516026	[]
27567279	[]
26518748	[]
26598747	[]
12177106	[]
21339382	[]
29606586	[]
26670971	[[0, [[0, "Maintenance Therapy"]]]]
21480200	[]
14998846	[]
20525995	[]
15837982	[]
11354055	[]
28424162	[]
29863955	[]
33971141	[]
32497736	[]
23433739	[]
31669155	[]
30778520	[]
30518502	[]
30280658	[]
27114587	[]
27069074	[]
26384238	[]
29263440	[]
26403537	[]
32060053	[]
25088940	[]
31157963	[]
11745872	[]
16421910	[]
22873532	[[1, [[291, "maintenance therapy"]]], [2, [[405, "maintenance therapy"]]], [3, [[789, "maintenance therapy"]]], [4, [[29, "maintenance therapy"]]]]
33555926	[[2, [[84, "second line"]]]]
25761109	[]
